"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"41","69039","6044903",,2015,205,"B",190,187,5,3,"1",62,0,"*","*","*","*","*","*",0,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,205,"B",190,187,5,4,"1",66,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,205,"B",190,187,5,4,"2",66,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,205,"B",190,187,5,13,"2",190,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,205,"B",190,187,5,13,"1",190,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,206,"B",190,187,9,3,"2",62,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,206,"B",190,187,9,3,"1",62,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,206,"B",190,187,9,4,"1",66,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,206,"B",190,187,9,4,"2",66,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,206,"B",190,187,9,5,"2",62,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,206,"B",190,187,9,5,"1",62,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,206,"B",190,187,9,13,"1",190,9,"","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,206,"B",190,187,9,13,"2",190,9,"","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,220,"B",190,187,2,4,"1",66,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,220,"B",190,187,2,4,"2",66,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,220,"B",190,187,2,5,"2",62,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,220,"B",190,187,2,5,"1",62,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,220,"B",190,187,2,13,"1",190,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,220,"B",190,187,2,13,"2",190,2,"","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,222,"B",190,187,24,3,"1",62,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,222,"B",190,187,24,3,"2",62,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,222,"B",190,187,24,4,"2",66,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,222,"B",190,187,24,4,"1",66,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,222,"B",190,187,24,5,"1",62,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,222,"B",190,187,24,5,"2",62,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,222,"B",190,187,24,13,"2",190,24,"","54","17","71","13","17",24,"63","17","21","58","29","13","38","46","17","0","0","0"
"41","69039","6044903",,2015,222,"B",190,187,24,13,"1",190,24,"","54","17","71","8","21",24,"50","25","25","42","38","21","25","63","13","55","35","10"
"41","69039","6044903",,2015,223,"B",190,187,11,3,"2",62,4,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,223,"B",190,187,11,3,"1",62,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,223,"B",190,187,11,4,"1",66,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,223,"B",190,187,11,4,"2",66,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,223,"B",190,187,11,5,"2",62,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,223,"B",190,187,11,5,"1",62,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,223,"B",190,187,11,13,"1",190,11,"","36","45","82","18","0",11,"36","45","18","20","80","0","18","82","0","55","45","0"
"41","69039","6044903",,2015,223,"B",190,187,11,13,"2",190,11,"","40","40","80","20","0",10,"50","50","0","50","50","0","40","60","0","0","0","0"
"41","69039","6044903",,2015,224,"B",190,187,23,3,"1",62,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,224,"B",190,187,23,3,"2",62,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,224,"B",190,187,23,4,"2",66,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,224,"B",190,187,23,4,"1",66,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,224,"B",190,187,23,5,"1",62,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,224,"B",190,187,23,5,"2",62,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,224,"B",190,187,23,13,"2",190,23,"","22","22","43","39","17",23,"35","43","22","13","61","26","17","65","17","0","0","0"
"41","69039","6044903",,2015,224,"B",190,187,23,13,"1",190,23,"","17","22","39","35","26",23,"22","35","43","27","45","27","9","78","13","27","55","18"
"41","69039","6044903",,2015,225,"B",190,187,4,3,"2",62,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,225,"B",190,187,4,3,"1",62,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,225,"B",190,187,4,4,"1",66,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,225,"B",190,187,4,4,"2",66,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,225,"B",190,187,4,5,"2",62,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,225,"B",190,187,4,5,"1",62,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,225,"B",190,187,4,13,"1",190,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,225,"B",190,187,4,13,"2",190,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,226,"B",190,187,24,3,"2",62,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,226,"B",190,187,24,3,"1",62,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,226,"B",190,187,24,4,"1",66,11,"2519.2","55","18","73","9","18",11,"55","27","18","45","36","18","45","27","27","33","33","33"
"41","69039","6044903",,2015,226,"B",190,187,24,4,"2",66,11,"2519.8","36","36","73","18","9",11,"64","18","18","55","36","9","45","36","18","0","0","0"
"41","69039","6044903",,2015,226,"B",190,187,24,5,"2",62,8,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,226,"B",190,187,24,5,"1",62,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,226,"B",190,187,24,13,"1",190,24,"","46","29","75","17","8",24,"50","42","8","43","39","17","38","50","13","59","27","14"
"41","69039","6044903",,2015,226,"B",190,187,24,13,"2",190,24,"","52","35","87","9","4",23,"74","17","9","70","26","4","48","43","9","0","0","0"
"41","69039","6044903",,2015,227,"B",190,187,1,3,"2",62,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,227,"B",190,187,1,3,"1",62,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,227,"B",190,187,1,13,"1",190,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044903",,2015,227,"B",190,187,1,13,"2",190,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,1,"B",289,285,285,3,"2",93,92,"2470.9","37","36","74","8","19",91,"55","24","21","53","32","15","49","38","12","0","0","0"
"41","69039","6044911",,2015,1,"B",289,285,285,3,"1",93,92,"2455.1","43","24","66","15","19",89,"42","36","22","39","45","16","26","64","10","31","50","19"
"41","69039","6044911",,2015,1,"B",289,285,285,4,"1",104,102,"2484.5","32","29","60","20","20",101,"34","43","24","36","47","16","19","67","14","29","53","18"
"41","69039","6044911",,2015,1,"B",289,285,285,4,"2",104,102,"2491.7","27","33","59","22","19",101,"40","37","24","34","49","18","38","37","26","0","0","0"
"41","69039","6044911",,2015,1,"B",289,285,285,5,"2",92,90,"2530.7","28","30","58","22","19",89,"42","31","27","29","46","25","35","44","21","0","0","0"
"41","69039","6044911",,2015,1,"B",289,285,285,5,"1",92,91,"2525.4","30","33","63","17","20",90,"32","44","23","46","33","21","23","59","18","41","41","18"
"41","69039","6044911",,2015,1,"B",289,285,285,13,"1",289,285,"","35","29","63","17","20",280,"36","41","23","40","42","18","23","64","14","33","48","18"
"41","69039","6044911",,2015,1,"B",289,285,285,13,"2",289,284,"","31","33","64","17","19",281,"45","31","24","38","42","19","41","40","20","0","0","0"
"41","69039","6044911",,2015,3,"B",289,285,159,3,"1",93,52,"2452.2","38","28","66","14","20",50,"46","30","24","39","47","14","18","72","10","22","58","20"
"41","69039","6044911",,2015,3,"B",289,285,159,3,"2",93,52,"2472.8","39","35","75","4","22",51,"61","18","22","59","24","18","47","37","16","0","0","0"
"41","69039","6044911",,2015,3,"B",289,285,159,4,"2",104,60,"2484.5","27","34","61","14","25",59,"44","29","27","36","42","22","39","29","32","0","0","0"
"41","69039","6044911",,2015,3,"B",289,285,159,4,"1",104,60,"2468.5","29","25","54","20","25",59,"31","39","31","32","45","23","15","68","17","25","51","24"
"41","69039","6044911",,2015,3,"B",289,285,159,5,"1",92,47,"2505.6","26","28","53","23","23",47,"26","47","28","43","32","26","15","60","26","34","45","21"
"41","69039","6044911",,2015,3,"B",289,285,159,5,"2",92,47,"2529.6","26","33","59","24","17",46,"43","30","26","30","48","22","33","43","24","0","0","0"
"41","69039","6044911",,2015,3,"B",289,285,159,13,"2",289,159,"","31","34","65","13","22",156,"49","26","25","42","38","21","40","36","24","0","0","0"
"41","69039","6044911",,2015,3,"B",289,285,159,13,"1",289,159,"","31","27","58","19","23",156,"34","38","28","38","41","21","16","67","17","27","51","22"
"41","69039","6044911",,2015,4,"B",289,285,126,3,"2",93,40,"2468.5","35","38","73","13","15",40,"48","33","20","45","43","13","53","40","8","0","0","0"
"41","69039","6044911",,2015,4,"B",289,285,126,3,"1",93,40,"2458.9","49","18","67","15","18",39,"37","45","18","38","44","18","36","54","10","42","39","18"
"41","69039","6044911",,2015,4,"B",289,285,126,4,"1",104,42,"2507.0","36","33","69","19","12",42,"38","48","14","41","51","7","24","67","10","33","57","10"
"41","69039","6044911",,2015,4,"B",289,285,126,4,"2",104,42,"2501.8","26","31","57","33","10",42,"33","48","19","31","57","12","36","48","17","0","0","0"
"41","69039","6044911",,2015,4,"B",289,285,126,5,"2",92,43,"2531.9","30","28","58","21","21",43,"40","33","28","28","44","28","37","44","19","0","0","0"
"41","69039","6044911",,2015,4,"B",289,285,126,5,"1",92,44,"2547.0","35","40","74","9","16",43,"40","42","19","50","33","17","33","58","9","49","37","14"
"41","69039","6044911",,2015,4,"B",289,285,126,13,"1",289,126,"","40","31","70","15","15",124,"38","45","17","43","43","14","31","60","10","41","45","14"
"41","69039","6044911",,2015,4,"B",289,285,126,13,"2",289,125,"","30","32","62","22","15",125,"40","38","22","34","48","18","42","44","14","0","0","0"
"41","69039","6044911",,2015,6,"B",289,285,241,3,"2",93,76,"2494.9","44","41","85","8","7",75,"65","27","8","61","33","5","57","37","5","0","0","0"
"41","69039","6044911",,2015,6,"B",289,285,241,3,"1",93,76,"2477.8","50","26","76","16","8",74,"50","38","12","47","45","8","31","64","5","34","57","9"
"41","69039","6044911",,2015,6,"B",289,285,241,4,"1",104,86,"2510.6","38","31","68","22","9",85,"40","46","14","42","48","10","21","75","4","33","60","7"
"41","69039","6044911",,2015,6,"B",289,285,241,4,"2",104,86,"2514.9","32","36","68","22","9",85,"46","40","14","40","51","9","45","39","16","0","0","0"
"41","69039","6044911",,2015,6,"B",289,285,241,5,"2",92,78,"2552.5","32","34","66","25","9",77,"47","35","18","34","51","16","40","48","12","0","0","0"
"41","69039","6044911",,2015,6,"B",289,285,241,5,"1",92,79,"2550.1","35","38","73","17","10",78,"37","49","14","53","36","12","27","63","10","46","45","9"
"41","69039","6044911",,2015,6,"B",289,285,241,13,"1",289,241,"","41","32","72","19","9",237,"42","44","14","47","43","10","26","68","6","38","54","8"
"41","69039","6044911",,2015,6,"B",289,285,241,13,"2",289,240,"","36","37","73","19","8",237,"52","34","14","45","45","10","47","41","11","0","0","0"
"41","69039","6044911",,2015,7,"B",289,285,22,3,"2",93,12,"2521.2","67","17","83","17","0",12,"75","17","8","75","25","0","75","25","0","0","0","0"
"41","69039","6044911",,2015,7,"B",289,285,22,3,"1",93,12,"2509.8","83","8","92","8","0",12,"75","25","0","83","17","0","33","67","0","42","50","8"
"41","69039","6044911",,2015,7,"B",289,285,22,4,"1",104,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,7,"B",289,285,22,4,"2",104,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,7,"B",289,285,22,5,"2",92,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,7,"B",289,285,22,5,"1",92,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,7,"B",289,285,22,13,"1",289,22,"","64","23","86","9","5",22,"64","32","5","73","27","0","23","77","0","41","50","9"
"41","69039","6044911",,2015,7,"B",289,285,22,13,"2",289,22,"","59","18","77","23","0",22,"64","32","5","64","27","9","64","36","0","0","0","0"
"41","69039","6044911",,2015,8,"B",289,285,18,3,"2",93,4,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,8,"B",289,285,18,3,"1",93,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,8,"B",289,285,18,4,"1",104,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,8,"B",289,285,18,4,"2",104,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,8,"B",289,285,18,5,"2",92,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,8,"B",289,285,18,5,"1",92,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,8,"B",289,285,18,13,"1",289,18,"","33","17","50","50","0",18,"28","67","6","39","56","6","22","78","0","33","67","0"
"41","69039","6044911",,2015,8,"B",289,285,18,13,"2",289,18,"","41","29","71","29","0",17,"53","41","6","41","59","0","53","35","12","0","0","0"
"41","69039","6044911",,2015,31,"B",289,285,57,3,"2",93,17,"2341.3","0","13","13","6","81",16,"6","6","88","0","38","63","0","56","44","0","0","0"
"41","69039","6044911",,2015,31,"B",289,285,57,3,"1",93,17,"2325.7","0","7","7","20","73",15,"0","21","79","0","40","60","0","60","40","7","14","79"
"41","69039","6044911",,2015,31,"B",289,285,57,4,"1",104,22,"2375.2","5","18","23","18","59",22,"5","36","59","0","50","50","9","50","41","5","41","55"
"41","69039","6044911",,2015,31,"B",289,285,57,4,"2",104,22,"2387.4","0","14","14","27","59",22,"5","27","68","5","45","50","5","27","68","0","0","0"
"41","69039","6044911",,2015,31,"B",289,285,57,5,"2",92,18,"2437.9","6","11","17","28","56",18,"11","22","67","6","39","56","6","39","56","0","0","0"
"41","69039","6044911",,2015,31,"B",289,285,57,5,"1",92,18,"2424.1","11","11","22","22","56",18,"11","22","67","24","18","59","6","50","44","17","33","50"
"41","69039","6044911",,2015,31,"B",289,285,57,13,"1",289,57,"","5","13","18","20","62",55,"6","28","67","8","37","56","5","53","42","9","31","59"
"41","69039","6044911",,2015,31,"B",289,285,57,13,"2",289,57,"","2","13","14","21","64",56,"7","20","73","4","41","55","4","39","57","0","0","0"
"41","69039","6044911",,2015,74,"B",289,285,5,3,"2",93,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,74,"B",289,285,5,3,"1",93,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,74,"B",289,285,5,4,"1",104,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,74,"B",289,285,5,4,"2",104,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,74,"B",289,285,5,13,"2",289,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,74,"B",289,285,5,13,"1",289,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,76,"B",289,285,60,3,"1",93,25,"2482.3","56","28","84","12","4",25,"56","36","8","52","40","8","28","72","0","36","56","8"
"41","69039","6044911",,2015,76,"B",289,285,60,3,"2",93,25,"2516.8","64","28","92","4","4",25,"80","16","4","72","24","4","72","24","4","0","0","0"
"41","69039","6044911",,2015,76,"B",289,285,60,4,"2",104,17,"2560.6","53","35","88","12","0",17,"59","41","0","59","41","0","59","35","6","0","0","0"
"41","69039","6044911",,2015,76,"B",289,285,60,4,"1",104,17,"2540.8","53","41","94","0","6",17,"47","53","0","56","44","0","29","65","6","47","53","0"
"41","69039","6044911",,2015,76,"B",289,285,60,5,"1",92,18,"2553.4","50","17","67","17","17",18,"56","33","11","50","28","22","28","56","17","67","11","22"
"41","69039","6044911",,2015,76,"B",289,285,60,5,"2",92,18,"2570.6","61","11","72","11","17",18,"61","17","22","50","33","17","56","33","11","0","0","0"
"41","69039","6044911",,2015,76,"B",289,285,60,13,"2",289,60,"","60","25","85","8","7",60,"68","23","8","62","32","7","63","30","7","0","0","0"
"41","69039","6044911",,2015,76,"B",289,285,60,13,"1",289,60,"","53","28","82","10","8",60,"53","40","7","53","37","10","28","65","7","48","42","10"
"41","69039","6044911",,2015,77,"B",289,285,5,3,"1",93,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,77,"B",289,285,5,3,"2",93,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,77,"B",289,285,5,5,"2",92,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,77,"B",289,285,5,5,"1",92,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,77,"B",289,285,5,13,"1",289,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,77,"B",289,285,5,13,"2",289,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,78,"B",289,285,81,3,"2",93,25,"2391.6","13","21","33","13","54",24,"21","17","63","21","33","46","29","38","33","0","0","0"
"41","69039","6044911",,2015,78,"B",289,285,81,3,"1",93,25,"2393.8","29","8","38","17","46",24,"17","35","48","21","46","33","17","54","29","26","26","48"
"41","69039","6044911",,2015,78,"B",289,285,81,4,"1",104,31,"2414.5","16","16","32","26","42",31,"13","39","48","17","45","38","10","58","32","10","52","39"
"41","69039","6044911",,2015,78,"B",289,285,81,4,"2",104,31,"2427.5","10","19","29","32","39",31,"13","35","52","16","45","39","19","32","48","0","0","0"
"41","69039","6044911",,2015,78,"B",289,285,81,5,"2",92,25,"2451.1","8","16","24","28","48",25,"20","20","60","8","40","52","12","36","52","0","0","0"
"41","69039","6044911",,2015,78,"B",289,285,81,5,"1",92,25,"2444.0","12","16","28","24","48",25,"12","32","56","25","25","50","8","52","40","20","36","44"
"41","69039","6044911",,2015,78,"B",289,285,81,13,"1",289,81,"","19","14","33","23","45",80,"14","35","51","21","39","40","11","55","34","18","39","43"
"41","69039","6044911",,2015,78,"B",289,285,81,13,"2",289,81,"","10","19","29","25","46",80,"18","25","58","15","40","45","20","35","45","0","0","0"
"41","69039","6044911",,2015,79,"B",289,285,1,5,"2",92,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,79,"B",289,285,1,5,"1",92,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,79,"B",289,285,1,13,"1",289,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,79,"B",289,285,1,13,"2",289,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,80,"B",289,285,105,3,"1",93,24,"2493.5","45","36","82","14","5",22,"55","41","5","48","43","10","41","55","5","36","64","0"
"41","69039","6044911",,2015,80,"B",289,285,105,3,"2",93,24,"2499.8","38","54","92","8","0",24,"63","38","0","63","38","0","54","42","4","0","0","0"
"41","69039","6044911",,2015,80,"B",289,285,105,4,"2",104,42,"2521.3","32","44","76","17","7",41,"56","34","10","41","54","5","44","44","12","0","0","0"
"41","69039","6044911",,2015,80,"B",289,285,105,4,"1",104,42,"2509.3","37","29","66","24","10",41,"41","41","17","44","46","10","24","71","5","32","59","10"
"41","69039","6044911",,2015,80,"B",289,285,105,5,"1",92,39,"2560.3","34","45","79","13","8",38,"37","53","11","58","34","8","32","61","8","42","55","3"
"41","69039","6044911",,2015,80,"B",289,285,105,5,"2",92,38,"2563.8","27","46","73","24","3",37,"46","46","8","35","54","11","43","49","8","0","0","0"
"41","69039","6044911",,2015,80,"B",289,285,105,13,"2",289,104,"","31","47","78","18","4",102,"54","39","7","44","50","6","46","45","9","0","0","0"
"41","69039","6044911",,2015,80,"B",289,285,105,13,"1",289,105,"","38","37","74","18","8",101,"43","46","12","50","41","9","31","63","6","37","58","5"
"41","69039","6044911",,2015,90,"B",289,285,17,3,"1",93,4,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,90,"B",289,285,17,3,"2",93,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,90,"B",289,285,17,4,"2",104,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,90,"B",289,285,17,4,"1",104,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,90,"B",289,285,17,5,"1",92,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,90,"B",289,285,17,5,"2",92,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,90,"B",289,285,17,13,"2",289,17,"","0","12","12","18","71",17,"6","24","71","0","35","65","0","29","71","0","0","0"
"41","69039","6044911",,2015,90,"B",289,285,17,13,"1",289,17,"","0","19","19","19","63",16,"0","31","69","0","47","53","6","44","50","13","31","56"
"41","69039","6044911",,2015,91,"B",289,285,24,3,"2",93,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,91,"B",289,285,24,3,"1",93,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,91,"B",289,285,24,4,"1",104,12,"2382.2","8","17","25","17","58",12,"8","25","67","0","45","55","8","50","42","0","50","50"
"41","69039","6044911",,2015,91,"B",289,285,24,4,"2",104,12,"2377.8","0","8","8","25","67",12,"8","8","83","0","42","58","0","42","58","0","0","0"
"41","69039","6044911",,2015,91,"B",289,285,24,5,"2",92,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,91,"B",289,285,24,5,"1",92,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,91,"B",289,285,24,13,"1",289,24,"","17","13","29","17","54",24,"13","26","61","17","35","48","17","46","38","13","35","52"
"41","69039","6044911",,2015,91,"B",289,285,24,13,"2",289,24,"","4","17","21","21","58",24,"13","17","71","4","46","50","8","50","42","0","0","0"
"41","69039","6044911",,2015,92,"B",289,285,31,3,"1",93,15,"2419.9","43","7","50","14","36",14,"29","29","43","29","50","21","14","64","21","29","43","29"
"41","69039","6044911",,2015,92,"B",289,285,31,3,"2",93,15,"2438.6","21","36","57","7","36",14,"43","21","36","43","21","36","43","36","21","0","0","0"
"41","69039","6044911",,2015,92,"B",289,285,31,4,"2",104,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,92,"B",289,285,31,4,"1",104,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044911",,2015,92,"B",289,285,31,5,"1",92,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
