"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested at Subgroup Level","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage At or Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage At or Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage At or Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage At or Near Standard","Area 4 Percentage Below Standard"
"41","69039","6044838",,2015,3,"B",334,331,179,13,"2",334,178,"","45","22","67","21","12",177,"55","25","19","46","38","16","45","41","14","0","0","0"
"41","69039","6044838",,2015,4,"B",334,331,152,3,"1",100,45,"2456.9","42","27","69","13","18",45,"49","29","22","33","42","24","40","49","11","33","49","19"
"41","69039","6044838",,2015,4,"B",334,331,152,3,"2",100,45,"2456.9","38","27","64","13","22",45,"49","31","20","38","36","27","49","36","16","0","0","0"
"41","69039","6044838",,2015,4,"B",334,331,152,4,"1",114,55,"2513.9","42","27","69","18","13",55,"42","40","18","40","55","6","29","65","5","33","62","5"
"41","69039","6044838",,2015,4,"B",334,331,152,4,"2",114,55,"2528.3","42","33","75","16","9",55,"58","29","13","51","42","7","55","29","16","0","0","0"
"41","69039","6044838",,2015,4,"B",334,331,152,5,"2",120,52,"2557.1","44","19","63","23","13",52,"46","33","21","50","35","15","46","37","17","0","0","0"
"41","69039","6044838",,2015,4,"B",334,331,152,5,"1",120,52,"2561.7","52","19","71","15","13",52,"53","35","12","58","29","13","37","46","17","58","37","6"
"41","69039","6044838",,2015,4,"B",334,331,152,13,"2",334,152,"","41","26","68","18","14",152,"51","31","18","47","38","16","50","34","16","0","0","0"
"41","69039","6044838",,2015,4,"B",334,331,152,13,"1",334,152,"","45","24","70","16","14",152,"48","35","17","45","42","13","35","54","11","41","49","9"
"41","69039","6044838",,2015,6,"B",334,331,286,3,"1",100,76,"2460.2","38","29","67","22","11",76,"39","45","16","38","43","18","34","59","7","30","57","14"
"41","69039","6044838",,2015,6,"B",334,331,286,3,"2",100,76,"2472.7","38","33","71","17","12",76,"55","33","12","43","43","13","50","42","8","0","0","0"
"41","69039","6044838",,2015,6,"B",334,331,286,4,"2",114,100,"2545.4","53","31","84","15","1",99,"68","25","7","60","38","2","58","34","8","0","0","0"
"41","69039","6044838",,2015,6,"B",334,331,286,4,"1",114,101,"2524.6","49","30","78","13","9",101,"42","49","10","43","53","4","40","59","1","32","63","5"
"41","69039","6044838",,2015,6,"B",334,331,286,5,"1",120,109,"2558.2","43","30","73","20","6",109,"48","43","9","49","39","12","39","53","8","50","45","5"
"41","69039","6044838",,2015,6,"B",334,331,286,5,"2",120,109,"2570.0","53","16","69","22","9",109,"57","28","15","50","37","13","50","35","15","0","0","0"
"41","69039","6044838",,2015,6,"B",334,331,286,13,"2",334,285,"","49","26","75","18","7",284,"60","29","11","52","39","9","53","37","11","0","0","0"
"41","69039","6044838",,2015,6,"B",334,331,286,13,"1",334,286,"","44","30","73","18","8",286,"44","45","11","44","45","10","38","57","5","38","55","7"
"41","69039","6044838",,2015,7,"B",334,331,5,3,"2",100,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,7,"B",334,331,5,3,"1",100,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,7,"B",334,331,5,4,"1",114,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,7,"B",334,331,5,4,"2",114,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,7,"B",334,331,5,5,"2",120,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,7,"B",334,331,5,5,"1",120,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,7,"B",334,331,5,13,"1",334,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,7,"B",334,331,5,13,"2",334,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,8,"B",334,331,32,3,"2",100,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,8,"B",334,331,32,3,"1",100,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,8,"B",334,331,32,4,"1",114,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,8,"B",334,331,32,4,"2",114,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,8,"B",334,331,32,5,"2",120,20,"2521.2","25","15","40","50","10",20,"30","40","30","25","50","25","20","50","30","0","0","0"
"41","69039","6044838",,2015,8,"B",334,331,32,5,"1",120,20,"2508.3","15","35","50","40","10",20,"25","50","25","30","50","20","20","60","20","25","70","5"
"41","69039","6044838",,2015,8,"B",334,331,32,13,"1",334,32,"","25","34","59","28","13",32,"28","50","22","29","55","16","31","53","16","22","72","6"
"41","69039","6044838",,2015,8,"B",334,331,32,13,"2",334,32,"","38","22","59","34","6",32,"47","34","19","38","47","16","41","41","19","0","0","0"
"41","69039","6044838",,2015,31,"B",334,331,63,3,"1",100,21,"2347.0","0","14","14","29","57",21,"5","24","71","12","35","53","5","48","48","0","48","52"
"41","69039","6044838",,2015,31,"B",334,331,63,3,"2",100,21,"2366.0","0","14","14","24","62",21,"0","33","67","5","33","62","5","52","43","0","0","0"
"41","69039","6044838",,2015,31,"B",334,331,63,4,"2",114,16,"2435.0","13","13","25","25","50",16,"19","31","50","13","44","44","19","19","63","0","0","0"
"41","69039","6044838",,2015,31,"B",334,331,63,4,"1",114,17,"2408.1","6","18","24","12","65",17,"0","41","59","6","56","38","6","59","35","0","59","41"
"41","69039","6044838",,2015,31,"B",334,331,63,5,"1",120,25,"2470.6","4","24","28","40","32",25,"8","44","48","12","52","36","8","56","36","12","76","12"
"41","69039","6044838",,2015,31,"B",334,331,63,5,"2",120,25,"2480.1","8","12","20","56","24",25,"16","32","52","8","48","44","8","52","40","0","0","0"
"41","69039","6044838",,2015,31,"B",334,331,63,13,"2",334,62,"","6","13","19","37","44",62,"11","32","56","8","42","50","10","44","47","0","0","0"
"41","69039","6044838",,2015,31,"B",334,331,63,13,"1",334,63,"","3","19","22","29","49",63,"5","37","59","10","48","41","6","54","40","5","62","33"
"41","69039","6044838",,2015,74,"B",334,331,4,3,"1",100,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,74,"B",334,331,4,3,"2",100,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,74,"B",334,331,4,5,"2",120,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,74,"B",334,331,4,5,"1",120,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,74,"B",334,331,4,13,"1",334,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,74,"B",334,331,4,13,"2",334,4,"","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,76,"B",334,331,40,3,"1",100,12,"2466.9","33","33","67","25","8",12,"50","25","25","33","44","22","50","50","0","50","42","8"
"41","69039","6044838",,2015,76,"B",334,331,40,3,"2",100,12,"2496.1","42","42","83","8","8",12,"75","17","8","42","50","8","50","42","8","0","0","0"
"41","69039","6044838",,2015,76,"B",334,331,40,4,"2",114,11,"2550.2","55","36","91","9","0",11,"82","18","0","55","45","0","64","27","9","0","0","0"
"41","69039","6044838",,2015,76,"B",334,331,40,4,"1",114,11,"2540.3","64","27","91","9","0",11,"45","55","0","60","40","0","45","55","0","36","64","0"
"41","69039","6044838",,2015,76,"B",334,331,40,5,"1",120,17,"2595.8","65","35","100","0","0",17,"71","29","0","76","24","0","47","53","0","65","35","0"
"41","69039","6044838",,2015,76,"B",334,331,40,5,"2",120,17,"2621.1","88","12","100","0","0",17,"88","12","0","65","35","0","88","12","0","0","0","0"
"41","69039","6044838",,2015,76,"B",334,331,40,13,"2",334,40,"","65","28","93","5","3",40,"83","15","3","55","43","3","70","25","5","0","0","0"
"41","69039","6044838",,2015,76,"B",334,331,40,13,"1",334,40,"","55","33","88","10","3",40,"58","35","8","61","33","6","48","53","0","53","45","3"
"41","69039","6044838",,2015,77,"B",334,331,9,3,"1",100,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,77,"B",334,331,9,3,"2",100,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,77,"B",334,331,9,4,"2",114,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,77,"B",334,331,9,4,"1",114,4,"*","*","*","*","*","*",4,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,77,"B",334,331,9,5,"1",120,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,77,"B",334,331,9,5,"2",120,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,77,"B",334,331,9,13,"2",334,9,"","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,77,"B",334,331,9,13,"1",334,9,"","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,78,"B",334,331,91,3,"2",100,24,"2379.5","8","13","21","21","58",24,"13","29","58","8","33","58","17","38","46","0","0","0"
"41","69039","6044838",,2015,78,"B",334,331,91,3,"1",100,24,"2364.7","4","25","29","17","54",24,"8","25","67","16","32","53","13","50","38","4","39","57"
"41","69039","6044838",,2015,78,"B",334,331,91,4,"1",114,29,"2447.0","24","14","38","14","48",29,"21","31","48","18","54","29","21","55","24","14","55","31"
"41","69039","6044838",,2015,78,"B",334,331,91,4,"2",114,28,"2472.1","25","21","46","21","32",28,"39","25","36","36","36","29","32","32","36","0","0","0"
"41","69039","6044838",,2015,78,"B",334,331,91,5,"2",120,38,"2503.6","16","13","29","50","21",38,"21","37","42","16","50","34","13","50","37","0","0","0"
"41","69039","6044838",,2015,78,"B",334,331,91,5,"1",120,38,"2488.5","11","24","34","39","26",38,"22","43","35","18","50","32","16","59","24","16","74","11"
"41","69039","6044838",,2015,78,"B",334,331,91,13,"1",334,91,"","13","21","34","25","41",91,"18","34","48","18","47","35","17","56","28","12","59","29"
"41","69039","6044838",,2015,78,"B",334,331,91,13,"2",334,90,"","17","16","32","33","34",90,"24","31","44","20","41","39","20","41","39","0","0","0"
"41","69039","6044838",,2015,79,"B",334,331,1,4,"2",114,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,79,"B",334,331,1,4,"1",114,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,79,"B",334,331,1,13,"1",334,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,79,"B",334,331,1,13,"2",334,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,80,"B",334,331,160,3,"1",100,48,"2458.8","40","27","67","25","8",48,"35","56","8","30","51","19","27","63","10","30","60","11"
"41","69039","6044838",,2015,80,"B",334,331,160,3,"2",100,48,"2472.8","33","38","71","19","10",48,"50","38","13","44","42","15","50","46","4","0","0","0"
"41","69039","6044838",,2015,80,"B",334,331,160,4,"2",114,56,"2555.5","56","35","91","9","0",55,"69","25","5","65","35","0","62","36","2","0","0","0"
"41","69039","6044838",,2015,80,"B",334,331,160,4,"1",114,56,"2536.9","52","32","84","14","2",56,"46","48","5","46","50","4","46","54","0","36","63","2"
"41","69039","6044838",,2015,80,"B",334,331,160,5,"1",120,56,"2575.1","54","30","84","11","5",56,"54","39","7","55","36","9","46","48","5","61","34","5"
"41","69039","6044838",,2015,80,"B",334,331,160,5,"2",120,56,"2585.3","63","18","80","13","7",56,"70","20","11","64","29","7","59","34","7","0","0","0"
"41","69039","6044838",,2015,80,"B",334,331,160,13,"2",334,160,"","52","30","81","13","6",159,"64","27","9","58","35","7","57","38","4","0","0","0"
"41","69039","6044838",,2015,80,"B",334,331,160,13,"1",334,160,"","49","30","79","16","5",160,"46","48","7","46","45","9","41","54","5","43","52","6"
"41","69039","6044838",,2015,90,"B",334,331,24,3,"1",100,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,90,"B",334,331,24,3,"2",100,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,90,"B",334,331,24,4,"2",114,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,90,"B",334,331,24,4,"1",114,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,90,"B",334,331,24,5,"1",120,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,90,"B",334,331,24,5,"2",120,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,90,"B",334,331,24,13,"2",334,24,"","0","21","21","42","38",24,"13","29","58","4","50","46","8","54","38","0","0","0"
"41","69039","6044838",,2015,90,"B",334,331,24,13,"1",334,24,"","0","21","21","13","67",24,"4","29","67","4","54","42","4","50","46","0","58","42"
"41","69039","6044838",,2015,91,"B",334,331,22,3,"2",100,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,91,"B",334,331,22,3,"1",100,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,91,"B",334,331,22,4,"1",114,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,91,"B",334,331,22,4,"2",114,6,"*","*","*","*","*","*",6,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,91,"B",334,331,22,5,"2",120,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,91,"B",334,331,22,5,"1",120,7,"*","*","*","*","*","*",7,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,91,"B",334,331,22,13,"1",334,22,"","5","14","18","27","55",22,"0","41","59","5","38","57","5","55","41","5","64","32"
"41","69039","6044838",,2015,91,"B",334,331,22,13,"2",334,22,"","9","14","23","32","45",22,"14","36","50","9","36","55","14","41","45","0","0","0"
"41","69039","6044838",,2015,92,"B",334,331,33,3,"1",100,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,92,"B",334,331,33,3,"2",100,8,"*","*","*","*","*","*",8,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,92,"B",334,331,33,4,"2",114,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,92,"B",334,331,33,4,"1",114,11,"2462.7","0","36","36","45","18",11,"0","64","36","20","70","10","9","91","0","0","91","9"
"41","69039","6044838",,2015,92,"B",334,331,33,5,"1",120,14,"2505.6","14","21","36","57","7",14,"23","69","8","43","43","14","7","71","21","21","71","7"
"41","69039","6044838",,2015,92,"B",334,331,33,5,"2",120,14,"2511.7","14","14","29","43","29",14,"14","50","36","14","50","36","14","43","43","0","0","0"
"41","69039","6044838",,2015,92,"B",334,331,33,13,"2",334,32,"","19","22","41","34","25",32,"22","50","28","16","59","25","19","50","31","0","0","0"
"41","69039","6044838",,2015,92,"B",334,331,33,13,"1",334,33,"","9","36","45","42","12",33,"16","63","22","36","50","14","12","79","9","9","81","9"
"41","69039","6044838",,2015,93,"B",334,331,98,3,"2",100,24,"2456.0","29","25","54","21","25",24,"42","33","25","21","50","29","42","38","21","0","0","0"
"41","69039","6044838",,2015,93,"B",334,331,98,3,"1",100,24,"2436.1","33","17","50","38","13",24,"29","42","29","21","53","26","29","58","13","21","67","13"
"41","69039","6044838",,2015,93,"B",334,331,98,4,"1",114,38,"2527.6","53","24","76","13","11",38,"42","47","11","49","49","3","45","53","3","39","53","8"
"41","69039","6044838",,2015,93,"B",334,331,98,4,"2",114,38,"2549.6","49","32","81","19","0",37,"68","24","8","65","35","0","54","38","8","0","0","0"
"41","69039","6044838",,2015,93,"B",334,331,98,5,"2",120,36,"2575.3","61","6","67","25","8",36,"67","19","14","56","33","11","50","36","14","0","0","0"
"41","69039","6044838",,2015,93,"B",334,331,98,5,"1",120,36,"2564.4","47","31","78","11","11",36,"61","25","14","50","36","14","42","56","3","47","42","11"
"41","69039","6044838",,2015,93,"B",334,331,98,13,"1",334,98,"","46","24","70","18","11",98,"46","38","16","43","45","12","40","55","5","38","52","10"
"41","69039","6044838",,2015,93,"B",334,331,98,13,"2",334,98,"","48","21","69","22","9",97,"61","25","14","51","38","11","49","37","13","0","0","0"
"41","69039","6044838",,2015,94,"B",334,331,149,3,"2",100,48,"2488.5","46","38","83","13","4",48,"67","29","4","58","33","8","58","38","4","0","0","0"
"41","69039","6044838",,2015,94,"B",334,331,149,3,"1",100,48,"2480.8","46","31","77","19","4",48,"48","44","8","46","43","11","42","54","4","40","51","9"
"41","69039","6044838",,2015,94,"B",334,331,149,4,"1",114,50,"2537.0","56","32","88","10","2",50,"52","46","2","46","50","4","42","58","0","34","66","0"
"41","69039","6044838",,2015,94,"B",334,331,149,4,"2",114,50,"2552.7","62","30","92","8","0",50,"74","20","6","68","32","0","66","30","4","0","0","0"
"41","69039","6044838",,2015,94,"B",334,331,149,5,"2",120,51,"2596.5","67","22","88","8","4",51,"69","25","6","65","31","4","69","27","4","0","0","0"
"41","69039","6044838",,2015,94,"B",334,331,149,5,"1",120,51,"2580.2","57","29","86","10","4",51,"54","44","2","57","35","8","50","46","4","69","29","2"
"41","69039","6044838",,2015,94,"B",334,331,149,13,"1",334,149,"","53","31","84","13","3",149,"51","45","4","50","43","7","45","53","3","48","49","3"
"41","69039","6044838",,2015,94,"B",334,331,149,13,"2",334,149,"","58","30","88","9","3",149,"70","25","5","64","32","4","64","32","4","0","0","0"
"41","69039","6044838",,2015,99,"B",334,331,318,3,"2",100,95,"2455.9","33","31","63","17","20",95,"47","32","21","38","40","22","44","42","14","0","0","0"
"41","69039","6044838",,2015,99,"B",334,331,318,3,"1",100,95,"2440.4","33","26","59","23","18",95,"34","42","24","33","42","25","29","55","16","26","54","20"
"41","69039","6044838",,2015,99,"B",334,331,318,4,"1",114,108,"2514.9","45","29","74","11","15",108,"39","45","16","41","53","7","37","57","6","30","63","7"
"41","69039","6044838",,2015,99,"B",334,331,318,4,"2",114,107,"2534.5","48","30","78","16","6",106,"62","27","10","56","39","6","53","34","13","0","0","0"
"41","69039","6044838",,2015,99,"B",334,331,318,5,"2",120,115,"2565.8","51","15","66","24","10",115,"55","27","18","49","37","15","49","36","16","0","0","0"
"41","69039","6044838",,2015,99,"B",334,331,318,5,"1",120,115,"2552.6","42","28","70","20","10",115,"46","42","12","47","39","14","37","54","10","49","46","5"
"41","69039","6044838",,2015,99,"B",334,331,318,13,"1",334,318,"","40","28","68","18","14",318,"40","43","17","41","45","14","35","55","10","35","54","10"
"41","69039","6044838",,2015,99,"B",334,331,318,13,"2",334,317,"","45","25","69","19","11",316,"55","28","16","48","38","14","49","37","14","0","0","0"
"41","69039","6044838",,2015,111,"B",334,331,268,3,"2",100,77,"2477.1","40","34","74","16","10",77,"58","31","10","45","42","13","53","40","6","0","0","0"
"41","69039","6044838",,2015,111,"B",334,331,268,3,"1",100,77,"2462.8","40","30","70","21","9",77,"40","47","13","37","44","19","36","57","6","32","56","12"
"41","69039","6044838",,2015,111,"B",334,331,268,4,"1",114,96,"2526.9","50","29","79","14","7",96,"44","47","9","44","52","4","41","57","2","33","63","4"
"41","69039","6044838",,2015,111,"B",334,331,268,4,"2",114,96,"2545.9","53","32","84","15","1",95,"67","25","7","61","37","2","57","37","6","0","0","0"
"41","69039","6044838",,2015,111,"B",334,331,268,5,"2",120,95,"2581.7","60","16","76","16","8",95,"63","25","12","57","34","9","57","33","11","0","0","0"
"41","69039","6044838",,2015,111,"B",334,331,268,5,"1",120,95,"2568.1","49","28","78","16","6",95,"55","40","5","54","36","11","43","53","4","56","40","4"
"41","69039","6044838",,2015,111,"B",334,331,268,13,"1",334,268,"","47","29","76","16","7",268,"47","44","9","46","44","10","40","56","4","41","53","6"
"41","69039","6044838",,2015,111,"B",334,331,268,13,"2",334,268,"","52","27","78","15","6",267,"63","27","10","55","37","8","56","36","8","0","0","0"
"41","69039","6044838",,2015,120,"B",334,331,1,5,"2",120,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,120,"B",334,331,1,5,"1",120,1,"*","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,120,"B",334,331,1,13,"1",334,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,120,"B",334,331,1,13,"2",334,1,"","*","*","*","*","*",1,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,121,"B",334,331,5,3,"1",100,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,121,"B",334,331,5,3,"2",100,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,121,"B",334,331,5,5,"2",120,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,121,"B",334,331,5,5,"1",120,2,"*","*","*","*","*","*",2,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,121,"B",334,331,5,13,"1",334,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,121,"B",334,331,5,13,"2",334,5,"","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,128,"B",334,331,13,3,"2",100,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,128,"B",334,331,13,3,"1",100,3,"*","*","*","*","*","*",3,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,128,"B",334,331,13,4,"1",114,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,128,"B",334,331,13,4,"2",114,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,128,"B",334,331,13,5,"2",120,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,128,"B",334,331,13,5,"1",120,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,128,"B",334,331,13,13,"1",334,13,"","0","15","15","38","46",13,"8","38","54","0","38","62","8","62","31","0","62","38"
"41","69039","6044838",,2015,128,"B",334,331,13,13,"2",334,13,"","8","8","15","23","62",13,"15","15","69","8","31","62","8","54","38","0","0","0"
"41","69039","6044838",,2015,142,"B",334,331,44,3,"1",100,22,"2361.1","9","18","27","23","50",22,"9","32","59","6","38","56","14","41","45","9","45","45"
"41","69039","6044838",,2015,142,"B",334,331,44,3,"2",100,22,"2386.0","9","18","27","18","55",22,"14","27","59","14","27","59","18","45","36","0","0","0"
"41","69039","6044838",,2015,142,"B",334,331,44,4,"2",114,12,"2401.8","0","8","8","25","67",12,"0","33","67","8","33","58","0","33","67","0","0","0"
"41","69039","6044838",,2015,142,"B",334,331,44,4,"1",114,12,"2378.4","0","8","8","17","75",12,"0","25","75","0","45","55","0","42","58","0","50","50"
"41","69039","6044838",,2015,142,"B",334,331,44,5,"1",120,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,142,"B",334,331,44,5,"2",120,10,"*","*","*","*","*","*",10,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,142,"B",334,331,44,13,"2",334,44,"","7","14","20","25","55",44,"11","25","64","11","30","59","11","43","45","0","0","0"
"41","69039","6044838",,2015,142,"B",334,331,44,13,"1",334,44,"","7","11","18","20","61",44,"7","26","67","5","38","57","7","44","49","7","52","41"
"41","69039","6044838",,2015,144,"B",334,331,26,3,"2",100,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,144,"B",334,331,26,3,"1",100,9,"*","*","*","*","*","*",9,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,144,"B",334,331,26,4,"1",114,12,"2516.9","42","42","83","8","8",12,"33","67","0","42","58","0","25","67","8","25","75","0"
"41","69039","6044838",,2015,144,"B",334,331,26,4,"2",114,12,"2532.8","50","17","67","33","0",12,"58","33","8","58","33","8","42","42","17","0","0","0"
"41","69039","6044838",,2015,144,"B",334,331,26,5,"2",120,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,144,"B",334,331,26,5,"1",120,5,"*","*","*","*","*","*",5,"*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","6044838",,2015,144,"B",334,331,26,13,"1",334,26,"","46","31","77","15","8",26,"44","52","4","56","40","4","35","58","8","31","69","0"
"41","69039","6044838",,2015,144,"B",334,331,26,13,"2",334,26,"","54","12","65","31","4",26,"58","35","8","50","42","8","50","38","12","0","0","0"
"41","69039","6044838",,2015,160,"B",334,331,45,3,"2",100,22,"2386.0","9","18","27","18","55",22,"14","27","59","14","27","59","18","45","36","0","0","0"
"41","69039","6044838",,2015,160,"B",334,331,45,3,"1",100,22,"2361.1","9","18","27","23","50",22,"9","32","59","6","38","56","14","41","45","9","45","45"
"41","69039","6044838",,2015,160,"B",334,331,45,4,"1",114,12,"2378.4","0","8","8","17","75",12,"0","25","75","0","45","55","0","42","58","0","50","50"
"41","69039","6044838",,2015,160,"B",334,331,45,4,"2",114,12,"2401.8","0","8","8","25","67",12,"0","33","67","8","33","58","0","33","67","0","0","0"
"41","69039","6044838",,2015,160,"B",334,331,45,5,"2",120,11,"2466.8","9","9","18","45","36",11,"18","9","73","9","36","55","9","55","36","0","0","0"
"41","69039","6044838",,2015,160,"B",334,331,45,5,"1",120,11,"2445.1","9","0","9","27","64",11,"10","20","70","9","36","55","0","60","40","9","73","18"
