"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"41","69039","0000000",,2016,79,"B",195,"190",190,5,"2",37,"36","2476.1","11","17","28","36","36","36","14","36","50","11","44","44","8","50","42","0","0","0"
"41","69039","0000000",,2016,79,"B",195,"191",191,5,"1",37,"36","2479.0","11","25","36","28","36","36","3","47","50","31","36","33","11","64","25","25","56","19"
"41","69039","0000000",,2016,79,"B",195,"191",191,6,"1",40,"40","2511.9","15","28","43","30","28","40","15","38","48","28","43","30","13","75","13","28","55","18"
"41","69039","0000000",,2016,79,"B",195,"190",190,6,"2",40,"39","2500.6","15","18","33","23","44","39","21","23","56","15","49","36","15","62","23","0","0","0"
"41","69039","0000000",,2016,79,"B",195,"190",190,7,"2",33,"32","2532.6","13","34","47","28","25","32","29","42","29","16","63","22","19","58","23","0","0","0"
"41","69039","0000000",,2016,79,"B",195,"191",191,7,"1",33,"32","2534.9","9","34","44","41","16","32","10","65","26","16","71","13","6","71","23","26","58","16"
"41","69039","0000000",,2016,79,"B",195,"190",190,8,"2",32,"31","2509.8","16","13","29","19","52","31","16","23","61","10","55","35","6","45","48","0","0","0"
"41","69039","0000000",,2016,79,"B",195,"191",191,8,"1",32,"31","2517.8","6","32","39","23","39","31","3","48","48","19","48","32","6","55","39","16","48","35"
"41","69039","0000000",,2016,79,"B",195,"191",191,13,"1",195,"191","","10","30","40","30","30","191","8","50","42","22","49","28","8","68","24","21","56","24"
"41","69039","0000000",,2016,79,"B",195,"190",190,13,"2",195,"190","","11","24","35","31","34","190","19","34","47","14","54","32","12","56","32","0","0","0"
"41","69039","0000000",,2016,80,"B",2025,"1998",1997,3,"2",361,"354","2481.8","43","32","75","16","9","354","58","28","13","49","42","9","52","42","6","0","0","0"
"41","69039","0000000",,2016,80,"B",2025,"1993",1993,3,"1",361,"353","2473.4","47","28","75","15","10","353","42","43","14","42","43","14","39","56","5","40","47","13"
"41","69039","0000000",,2016,80,"B",2025,"1993",1993,4,"1",295,"289","2514.7","47","24","71","16","13","289","41","43","16","44","43","13","29","62","9","44","45","11"
"41","69039","0000000",,2016,80,"B",2025,"1998",1997,4,"2",295,"289","2516.6","34","35","69","20","11","288","51","31","18","41","45","14","48","40","12","0","0","0"
"41","69039","0000000",,2016,80,"B",2025,"1998",1997,5,"2",353,"349","2562.4","48","24","72","17","11","349","54","32","14","47","42","12","44","45","11","0","0","0"
"41","69039","0000000",,2016,80,"B",2025,"1993",1993,5,"1",353,"350","2562.9","45","35","80","11","9","350","42","44","14","55","36","8","35","57","7","56","39","5"
"41","69039","0000000",,2016,80,"B",2025,"1993",1993,6,"1",354,"350","2579.6","36","40","76","15","9","350","37","46","17","44","44","12","32","63","5","49","44","6"
"41","69039","0000000",,2016,80,"B",2025,"1998",1997,6,"2",354,"353","2577.1","39","25","63","24","12","353","43","36","21","40","46","14","46","42","12","0","0","0"
"41","69039","0000000",,2016,80,"B",2025,"1998",1997,7,"2",356,"353","2591.3","37","28","64","23","12","353","44","36","20","41","45","14","44","42","14","0","0","0"
"41","69039","0000000",,2016,80,"B",2025,"1993",1993,7,"1",356,"352","2604.4","34","39","73","18","9","352","39","46","15","51","41","8","32","60","8","47","45","9"
"41","69039","0000000",,2016,80,"B",2025,"1993",1993,8,"1",306,"299","2620.9","32","44","76","15","9","299","47","40","13","50","39","11","29","62","9","47","41","11"
"41","69039","0000000",,2016,80,"B",2025,"1998",1997,8,"2",306,"300","2608.6","39","23","62","23","16","300","41","37","21","44","43","13","36","48","16","0","0","0"
"41","69039","0000000",,2016,80,"B",2025,"1998",1997,13,"2",2025,"1998","","40","28","68","21","12","1997","49","33","18","44","44","13","45","43","12","0","0","0"
"41","69039","0000000",,2016,80,"B",2025,"1993",1993,13,"1",2025,"1993","","40","35","75","15","10","1993","41","44","15","48","41","11","33","60","7","47","44","9"
"41","69039","0000000",,2016,90,"B",717,"709",708,3,"2",123,"122","2378.0","2","14","16","35","48","122","7","35","57","3","42","55","8","58","34","0","0","0"
"41","69039","0000000",,2016,90,"B",717,"701",700,3,"1",123,"120","2351.5","2","13","14","28","58","120","2","37","62","3","39","58","3","60","38","5","49","46"
"41","69039","0000000",,2016,90,"B",717,"701",700,4,"1",132,"129","2387.2","5","11","16","16","67","129","7","24","69","8","37","55","4","66","30","7","37","56"
"41","69039","0000000",,2016,90,"B",717,"709",708,4,"2",132,"131","2404.7","2","13","15","29","56","131","6","24","69","5","29","66","5","40","55","0","0","0"
"41","69039","0000000",,2016,90,"B",717,"709",708,5,"2",112,"110","2444.9","4","15","18","30","52","110","5","29","65","5","42","53","5","43","53","0","0","0"
"41","69039","0000000",,2016,90,"B",717,"701",700,5,"1",112,"108","2438.2","5","20","25","28","47","108","7","39","54","12","39","49","4","55","42","18","53","30"
"41","69039","0000000",,2016,90,"B",717,"701",700,6,"1",117,"117","2462.5","4","16","21","37","43","117","5","33","62","7","43","50","5","69","26","13","59","28"
"41","69039","0000000",,2016,90,"B",717,"709",708,6,"2",117,"117","2449.0","4","10","15","28","58","116","7","22","71","6","34","60","5","49","46","0","0","0"
"41","69039","0000000",,2016,90,"B",717,"709",708,7,"2",115,"112","2443.6","2","7","9","28","63","112","4","21","75","3","32","65","4","44","52","0","0","0"
"41","69039","0000000",,2016,90,"B",717,"701",700,7,"1",115,"112","2476.2","3","18","21","28","51","111","8","29","63","12","46","42","6","50","43","5","48","48"
"41","69039","0000000",,2016,90,"B",717,"701",700,8,"1",118,"115","2510.6","3","23","26","32","42","115","9","43","49","9","50","41","3","63","34","14","48","38"
"41","69039","0000000",,2016,90,"B",717,"709",708,8,"2",118,"117","2484.6","5","12","17","27","56","117","7","31","62","9","52","38","3","55","42","0","0","0"
"41","69039","0000000",,2016,90,"B",717,"709",708,13,"2",717,"709","","3","12","15","30","56","708","6","27","67","5","38","56","5","48","47","0","0","0"
"41","69039","0000000",,2016,90,"B",717,"701",700,13,"1",717,"701","","4","17","20","28","52","700","6","34","60","8","42","50","4","61","35","10","49","41"
"41","69039","0000000",,2016,91,"B",921,"903",902,3,"2",135,"132","2399.2","7","22","29","36","35","132","15","40","45","11","48","40","11","60","30","0","0","0"
"41","69039","0000000",,2016,91,"B",921,"896",896,3,"1",135,"132","2384.8","11","18","30","28","42","132","12","42","45","7","48","45","10","63","27","13","52","36"
"41","69039","0000000",,2016,91,"B",921,"896",896,4,"1",157,"152","2418.7","11","20","31","19","50","152","13","39","48","11","43","47","7","67","26","11","55","34"
"41","69039","0000000",,2016,91,"B",921,"903",902,4,"2",157,"153","2439.7","9","22","32","36","32","152","15","34","51","10","47","43","14","49","37","0","0","0"
"41","69039","0000000",,2016,91,"B",921,"903",902,5,"2",166,"162","2463.9","7","20","27","27","46","162","16","28","56","9","38","53","8","46","46","0","0","0"
"41","69039","0000000",,2016,91,"B",921,"896",896,5,"1",166,"160","2463.8","10","24","34","24","42","160","7","41","53","23","38","39","4","65","31","21","55","24"
"41","69039","0000000",,2016,91,"B",921,"896",896,6,"1",139,"134","2490.4","7","28","35","28","37","134","13","42","45","16","44","40","10","68","23","20","56","24"
"41","69039","0000000",,2016,91,"B",921,"903",902,6,"2",139,"137","2477.8","7","15","21","36","42","137","9","35","56","7","49","44","8","56","36","0","0","0"
"41","69039","0000000",,2016,91,"B",921,"903",902,7,"2",162,"159","2490.3","7","16","23","33","44","159","9","34","57","12","46","42","11","43","46","0","0","0"
"41","69039","0000000",,2016,91,"B",921,"896",896,7,"1",162,"158","2519.3","9","29","38","29","33","158","11","46","43","20","50","30","13","63","23","21","52","27"
"41","69039","0000000",,2016,91,"B",921,"896",896,8,"1",162,"160","2540.7","8","33","40","31","29","160","16","46","39","22","51","28","10","61","29","23","51","26"
"41","69039","0000000",,2016,91,"B",921,"903",902,8,"2",162,"160","2515.1","8","18","25","32","43","160","11","33","57","12","57","31","10","57","33","0","0","0"
"41","69039","0000000",,2016,91,"B",921,"903",902,13,"2",921,"903","","7","19","26","33","41","902","13","34","54","10","48","42","10","52","38","0","0","0"
"41","69039","0000000",,2016,91,"B",921,"896",896,13,"1",921,"896","","9","25","35","27","39","896","12","43","45","17","46","38","9","64","27","18","53","28"
"41","69039","0000000",,2016,92,"B",1220,"1199",1197,3,"1",222,"217","2425.8","19","29","49","32","19","217","17","52","31","21","56","23","13","75","12","21","59","19"
"41","69039","0000000",,2016,92,"B",1220,"1200",1196,3,"2",222,"218","2430.8","14","32","45","32","22","218","28","40","32","19","57","23","22","66","12","0","0","0"
"41","69039","0000000",,2016,92,"B",1220,"1200",1196,4,"2",187,"182","2467.1","21","22","43","30","27","181","29","28","43","24","45","30","26","44","30","0","0","0"
"41","69039","0000000",,2016,92,"B",1220,"1199",1197,4,"1",187,"182","2459.5","25","21","46","21","34","180","18","46","36","24","46","30","11","71","18","21","56","24"
"41","69039","0000000",,2016,92,"B",1220,"1199",1197,5,"1",199,"199","2497.1","19","33","52","20","28","199","20","46","35","31","43","26","15","61","25","29","58","13"
"41","69039","0000000",,2016,92,"B",1220,"1200",1196,5,"2",199,"199","2501.9","19","22","40","29","30","198","26","36","38","20","43","37","16","53","31","0","0","0"
"41","69039","0000000",,2016,92,"B",1220,"1200",1196,6,"2",219,"215","2515.8","18","18","36","32","32","215","20","33","47","18","50","32","22","49","29","0","0","0"
"41","69039","0000000",,2016,92,"B",1220,"1199",1197,6,"1",219,"215","2525.3","18","32","50","28","22","215","17","46","38","26","45","29","17","71","13","27","56","17"
"41","69039","0000000",,2016,92,"B",1220,"1199",1197,7,"1",189,"185","2551.2","14","36","49","32","19","185","21","50","29","30","52","18","11","73","16","27","54","18"
"41","69039","0000000",,2016,92,"B",1220,"1200",1196,7,"2",189,"185","2536.0","19","23","42","30","28","185","26","35","38","21","50","29","23","51","26","0","0","0"
"41","69039","0000000",,2016,92,"B",1220,"1200",1196,8,"2",204,"201","2539.0","16","19","35","30","36","199","20","36","44","21","53","27","14","57","29","0","0","0"
"41","69039","0000000",,2016,92,"B",1220,"1199",1197,8,"1",204,"201","2559.7","12","39","51","28","21","201","20","51","30","26","53","22","16","67","18","27","51","22"
"41","69039","0000000",,2016,92,"B",1220,"1199",1197,13,"1",1220,"1199","","18","32","49","27","24","1197","19","48","33","26","49","24","14","69","17","25","56","19"
"41","69039","0000000",,2016,92,"B",1220,"1200",1196,13,"2",1220,"1200","","18","23","40","31","29","1196","25","35","40","20","50","30","20","54","26","0","0","0"
"41","69039","0000000",,2016,93,"B",2292,"2264",2263,3,"2",402,"396","2477.3","39","34","73","17","10","396","54","33","13","47","42","12","49","41","9","0","0","0"
"41","69039","0000000",,2016,93,"B",2293,"2255",2255,3,"1",403,"394","2465.3","41","29","70","19","10","394","34","49","18","39","50","11","32","60","7","38","49","13"
"41","69039","0000000",,2016,93,"B",2293,"2255",2255,4,"1",400,"393","2508.8","43","28","71","16","13","393","37","46","17","43","44","13","27","64","8","37","51","11"
"41","69039","0000000",,2016,93,"B",2292,"2264",2263,4,"2",400,"393","2522.9","40","31","71","21","8","392","54","31","15","45","43","13","49","40","11","0","0","0"
"41","69039","0000000",,2016,93,"B",2292,"2264",2263,5,"2",402,"398","2556.0","43","23","67","21","12","398","53","29","18","42","40","18","40","45","14","0","0","0"
"41","69039","0000000",,2016,93,"B",2293,"2255",2255,5,"1",402,"398","2553.1","44","31","75","13","12","398","39","44","17","53","33","14","31","59","10","53","39","8"
"41","69039","0000000",,2016,93,"B",2293,"2255",2255,6,"1",394,"387","2580.8","36","39","75","18","7","387","36","49","16","47","42","11","27","68","5","49","47","4"
"41","69039","0000000",,2016,93,"B",2292,"2264",2263,6,"2",394,"390","2578.2","36","30","65","23","12","390","42","39","19","42","45","14","40","49","11","0","0","0"
"41","69039","0000000",,2016,93,"B",2292,"2264",2263,7,"2",351,"348","2594.7","36","30","66","22","12","348","46","37","16","41","47","13","44","42","14","0","0","0"
"41","69039","0000000",,2016,93,"B",2293,"2255",2255,7,"1",351,"346","2599.7","28","46","74","18","8","346","33","52","15","54","38","8","25","66","9","43","50","7"
"41","69039","0000000",,2016,93,"B",2293,"2255",2255,8,"1",343,"337","2609.4","25","49","74","17","9","337","40","43","17","38","51","10","25","67","8","42","50","8"
"41","69039","0000000",,2016,93,"B",2292,"2264",2263,8,"2",343,"339","2603.8","30","29","60","27","14","339","37","43","20","39","50","11","30","57","14","0","0","0"
"41","69039","0000000",,2016,93,"B",2292,"2264",2263,13,"2",2292,"2264","","37","30","67","22","11","2263","48","35","17","43","44","13","42","46","12","0","0","0"
"41","69039","0000000",,2016,93,"B",2293,"2255",2255,13,"1",2293,"2255","","37","36","73","17","10","2255","36","47","17","46","43","11","28","64","8","44","48","9"
"41","69039","0000000",,2016,94,"B",2244,"2218",2217,3,"2",434,"426","2509.7","58","27","85","11","4","425","72","22","6","63","31","6","68","29","4","0","0","0"
"41","69039","0000000",,2016,94,"B",2244,"2215",2214,3,"1",434,"426","2495.4","59","21","81","12","7","425","52","38","10","52","41","7","40","55","4","50","41","9"
"41","69039","0000000",,2016,94,"B",2244,"2215",2214,4,"1",379,"376","2547.7","64","20","84","10","6","376","53","38","9","61","34","5","41","56","3","57","39","5"
"41","69039","0000000",,2016,94,"B",2244,"2218",2217,4,"2",379,"376","2558.9","57","30","87","9","4","376","72","21","7","59","34","7","68","27","6","0","0","0"
"41","69039","0000000",,2016,94,"B",2244,"2218",2217,5,"2",406,"402","2593.3","65","16","81","13","6","402","67","23","10","64","27","9","62","31","7","0","0","0"
"41","69039","0000000",,2016,94,"B",2244,"2215",2214,5,"1",406,"402","2590.3","60","27","87","8","5","402","60","31","8","67","27","6","45","51","4","68","28","3"
"41","69039","0000000",,2016,94,"B",2244,"2215",2214,6,"1",368,"362","2613.3","54","32","85","8","6","362","50","38","11","63","30","7","42","54","4","68","29","4"
"41","69039","0000000",,2016,94,"B",2244,"2218",2217,6,"2",368,"364","2623.6","59","23","82","12","5","364","65","25","10","59","33","8","64","29","7","0","0","0"
"41","69039","0000000",,2016,94,"B",2244,"2218",2217,7,"2",343,"340","2646.7","60","22","82","14","4","340","70","22","9","63","30","7","65","29","6","0","0","0"
"41","69039","0000000",,2016,94,"B",2244,"2215",2214,7,"1",343,"339","2638.9","52","33","85","10","5","339","56","35","9","67","29","4","42","53","6","60","36","4"
"41","69039","0000000",,2016,94,"B",2244,"2215",2214,8,"1",314,"310","2655.7","51","35","86","11","3","310","61","31","7","65","29","5","37","58","5","63","33","4"
"41","69039","0000000",,2016,94,"B",2244,"2218",2217,8,"2",314,"310","2667.5","62","18","80","12","8","310","65","24","12","67","25","8","60","32","8","0","0","0"
"41","69039","0000000",,2016,94,"B",2244,"2218",2217,13,"2",2244,"2218","","60","23","83","12","5","2217","69","23","9","62","30","7","65","29","6","0","0","0"
"41","69039","0000000",,2016,94,"B",2244,"2215",2214,13,"1",2244,"2215","","57","28","85","10","6","2214","55","35","9","62","32","6","41","54","4","61","34","5"
"41","69039","0000000",,2016,99,"B",7092,"6978",6975,3,"1",1267,"1245","2455.7","38","25","63","21","16","1244","33","45","23","35","49","17","28","63","10","35","50","16"
"41","69039","0000000",,2016,99,"B",7091,"7015",7007,3,"2",1266,"1251","2468.1","36","29","65","22","14","1250","49","32","19","41","42","17","44","45","10","0","0","0"
"41","69039","0000000",,2016,99,"B",7091,"7015",7007,4,"2",1218,"1203","2508.8","35","27","63","22","15","1201","47","28","24","38","41","20","43","39","18","0","0","0"
"41","69039","0000000",,2016,99,"B",7092,"6978",6975,4,"1",1218,"1198","2496.7","40","23","63","16","21","1197","34","41","24","39","42","18","25","65","10","36","48","16"
"41","69039","0000000",,2016,99,"B",7092,"6978",6975,5,"1",1217,"1198","2545.6","40","29","69","15","16","1197","38","40","22","49","35","16","29","58","13","50","42","8"
"41","69039","0000000",,2016,99,"B",7091,"7015",7007,5,"2",1217,"1205","2547.6","41","20","61","22","17","1204","47","30","24","41","37","22","38","43","19","0","0","0"
"41","69039","0000000",,2016,99,"B",7091,"7015",7007,6,"2",1176,"1166","2568.2","35","23","58","24","17","1165","40","34","26","37","44","19","39","45","16","0","0","0"
