"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total CAASPP Enrollment","Total Tested At Entity Level","Total Tested with Scores","Grade","Test Id","CAASPP Reported Enrollment","Students Tested","Mean Scale Score","Percentage Standard Exceeded","Percentage Standard Met","Percentage Standard Met and Above","Percentage Standard Nearly Met","Percentage Standard Not Met","Students with Scores","Area 1 Percentage Above Standard","Area 1 Percentage Near Standard","Area 1 Percentage Below Standard","Area 2 Percentage Above Standard","Area 2 Percentage Near Standard","Area 2 Percentage Below Standard","Area 3 Percentage Above Standard","Area 3 Percentage Near Standard","Area 3 Percentage Below Standard","Area 4 Percentage Above Standard","Area 4 Percentage Near Standard","Area 4 Percentage Below Standard"
"41","69039","0000000",,2016,1,"B",7670,"7527",7522,3,"1",1356,"1327","2448.1","36","24","60","21","19","1326","31","44","25","33","47","20","26","62","12","33","49","18"
"41","69039","0000000",,2016,1,"B",7669,"7563",7554,3,"2",1355,"1333","2461.4","34","28","62","22","16","1332","47","31","22","39","42","19","42","45","13","0","0","0"
"41","69039","0000000",,2016,1,"B",7669,"7563",7554,4,"2",1311,"1290","2499.8","33","26","59","22","19","1287","45","27","28","36","40","24","41","38","21","0","0","0"
"41","69039","0000000",,2016,1,"B",7670,"7527",7522,4,"1",1311,"1285","2486.6","38","22","59","15","25","1283","32","40","28","37","40","23","24","63","13","34","47","19"
"41","69039","0000000",,2016,1,"B",7670,"7527",7522,5,"1",1337,"1315","2532.9","37","28","65","15","20","1314","35","39","26","46","34","20","26","57","17","46","42","11"
"41","69039","0000000",,2016,1,"B",7669,"7563",7554,5,"2",1337,"1321","2535.6","37","19","57","21","22","1320","43","28","28","38","36","26","35","42","23","0","0","0"
"41","69039","0000000",,2016,1,"B",7669,"7563",7554,6,"2",1276,"1261","2554.2","33","22","55","23","22","1260","37","32","31","35","42","24","36","44","20","0","0","0"
"41","69039","0000000",,2016,1,"B",7670,"7527",7522,6,"1",1276,"1253","2556.9","31","32","63","20","17","1253","31","43","27","40","39","21","25","65","10","43","45","11"
"41","69039","0000000",,2016,1,"B",7670,"7527",7522,7,"1",1209,"1185","2577.4","27","35","62","20","18","1184","32","43","25","44","40","15","24","61","15","38","47","16"
"41","69039","0000000",,2016,1,"B",7669,"7563",7554,7,"2",1209,"1191","2566.9","32","22","54","23","23","1191","40","30","30","36","40","24","37","40","23","0","0","0"
"41","69039","0000000",,2016,1,"B",7669,"7563",7554,8,"2",1181,"1167","2581.6","30","21","50","24","26","1164","34","33","33","35","45","20","29","50","21","0","0","0"
"41","69039","0000000",,2016,1,"B",7670,"7527",7522,8,"1",1181,"1162","2590.1","24","38","62","21","17","1162","35","41","24","37","45","17","22","63","15","39","45","16"
"41","69039","0000000",,2016,1,"B",7670,"7527",7522,13,"1",7670,"7527","","33","29","62","19","19","7522","33","42","26","40","41","19","25","62","14","39","46","16"
"41","69039","0000000",,2016,1,"B",7669,"7563",7554,13,"2",7669,"7563","","33","23","56","22","21","7554","41","30","29","37","41","23","37","43","20","0","0","0"
"41","69039","0000000",,2016,3,"B",3918,"3859",3852,3,"2",733,"715","2463.8","36","28","64","20","17","714","48","28","23","41","41","18","44","43","14","0","0","0"
"41","69039","0000000",,2016,3,"B",3918,"3835",3830,3,"1",733,"711","2439.8","34","22","56","22","22","710","28","44","28","30","46","24","25","62","13","30","48","21"
"41","69039","0000000",,2016,3,"B",3918,"3835",3830,4,"1",696,"681","2478.3","34","24","58","15","27","679","29","42","29","31","44","25","23","64","13","30","48","21"
"41","69039","0000000",,2016,3,"B",3918,"3859",3852,4,"2",696,"684","2505.7","37","25","62","21","17","681","48","26","26","38","40","22","43","37","20","0","0","0"
"41","69039","0000000",,2016,3,"B",3918,"3859",3852,5,"2",651,"644","2532.8","37","19","56","20","24","644","45","27","28","37","35","28","35","40","25","0","0","0"
"41","69039","0000000",,2016,3,"B",3918,"3835",3830,5,"1",651,"638","2513.5","32","27","58","16","26","637","31","37","32","38","35","27","24","56","21","41","43","16"
"41","69039","0000000",,2016,3,"B",3918,"3835",3830,6,"1",627,"616","2539.8","23","33","56","24","20","616","26","42","32","32","43","25","20","69","11","35","52","14"
"41","69039","0000000",,2016,3,"B",3918,"3859",3852,6,"2",627,"622","2547.8","31","21","52","25","23","621","34","33","33","34","42","25","34","44","21","0","0","0"
"41","69039","0000000",,2016,3,"B",3918,"3859",3852,7,"2",635,"627","2565.0","33","22","55","22","24","627","41","28","31","36","39","25","37","38","25","0","0","0"
"41","69039","0000000",,2016,3,"B",3918,"3835",3830,7,"1",635,"623","2562.2","22","35","56","22","22","622","28","43","29","39","42","19","21","61","18","32","48","20"
"41","69039","0000000",,2016,3,"B",3918,"3835",3830,8,"1",576,"566","2570.5","20","34","54","24","22","566","29","41","29","29","48","23","18","63","19","34","45","21"
"41","69039","0000000",,2016,3,"B",3918,"3859",3852,8,"2",576,"567","2576.2","30","18","48","24","28","565","34","31","36","34","46","20","28","48","24","0","0","0"
"41","69039","0000000",,2016,3,"B",3918,"3859",3852,13,"2",3918,"3859","","34","22","56","22","22","3852","42","29","29","37","40","23","37","42","21","0","0","0"
"41","69039","0000000",,2016,3,"B",3918,"3835",3830,13,"1",3918,"3835","","28","29","56","20","23","3830","29","42","30","33","43","24","22","62","16","33","48","19"
"41","69039","0000000",,2016,4,"B",3751,"3704",3702,3,"2",622,"618","2458.7","32","28","60","24","16","618","45","35","20","37","43","20","40","48","11","0","0","0"
"41","69039","0000000",,2016,4,"B",3752,"3692",3692,3,"1",623,"616","2457.7","39","26","64","20","15","616","35","43","22","37","48","16","28","61","11","35","49","15"
"41","69039","0000000",,2016,4,"B",3752,"3692",3692,4,"1",615,"604","2495.9","42","19","61","15","24","604","36","37","27","43","36","20","24","62","13","37","45","17"
"41","69039","0000000",,2016,4,"B",3751,"3704",3702,4,"2",615,"606","2493.2","30","27","56","22","22","606","41","28","31","34","40","26","38","40","22","0","0","0"
"41","69039","0000000",,2016,4,"B",3751,"3704",3702,5,"2",686,"677","2538.3","37","20","57","23","20","676","42","29","29","38","37","24","36","43","21","0","0","0"
"41","69039","0000000",,2016,4,"B",3752,"3692",3692,5,"1",686,"677","2551.1","42","29","71","15","14","677","40","41","20","53","34","14","29","58","13","52","41","7"
"41","69039","0000000",,2016,4,"B",3752,"3692",3692,6,"1",649,"637","2573.5","39","31","70","16","14","637","35","44","22","48","35","17","30","61","9","52","39","9"
"41","69039","0000000",,2016,4,"B",3751,"3704",3702,6,"2",649,"639","2560.4","34","23","57","21","21","639","40","30","30","35","42","23","38","44","18","0","0","0"
"41","69039","0000000",,2016,4,"B",3751,"3704",3702,7,"2",574,"564","2569.1","31","22","53","24","23","564","38","32","30","35","42","23","37","42","21","0","0","0"
"41","69039","0000000",,2016,4,"B",3752,"3692",3692,7,"1",574,"562","2594.3","33","35","69","19","13","562","36","44","20","51","38","11","27","60","12","44","45","11"
"41","69039","0000000",,2016,4,"B",3752,"3692",3692,8,"1",605,"596","2608.7","29","41","70","18","13","596","40","42","18","45","43","12","25","63","12","43","45","12"
"41","69039","0000000",,2016,4,"B",3751,"3704",3702,8,"2",605,"600","2586.6","30","23","53","24","23","599","34","36","30","37","44","19","30","52","18","0","0","0"
"41","69039","0000000",,2016,4,"B",3751,"3704",3702,13,"2",3751,"3704","","33","24","56","23","21","3702","40","31","28","36","41","23","37","45","19","0","0","0"
"41","69039","0000000",,2016,4,"B",3752,"3692",3692,13,"1",3752,"3692","","38","30","68","17","15","3692","37","42","21","46","39","15","27","61","12","44","44","12"
"41","69039","0000000",,2016,6,"B",6225,"6158",6152,3,"2",998,"984","2485.5","44","32","76","16","8","983","58","30","12","50","40","9","53","40","6","0","0","0"
"41","69039","0000000",,2016,6,"B",6226,"6161",6158,3,"1",999,"985","2475.9","47","27","74","16","9","984","40","45","15","43","47","10","34","61","5","42","46","11"
"41","69039","0000000",,2016,6,"B",6226,"6161",6158,4,"1",972,"956","2522.0","50","25","75","14","11","955","43","43","14","48","40","11","31","63","7","43","48","8"
"41","69039","0000000",,2016,6,"B",6225,"6158",6152,4,"2",972,"956","2529.8","43","30","74","19","8","954","57","28","15","47","42","11","53","37","11","0","0","0"
"41","69039","0000000",,2016,6,"B",6225,"6158",6152,5,"2",1085,"1078","2560.0","45","22","67","22","12","1077","51","31","18","45","39","16","43","44","13","0","0","0"
"41","69039","0000000",,2016,6,"B",6226,"6161",6158,5,"1",1085,"1079","2559.6","45","32","76","14","10","1079","43","41","16","54","34","11","32","59","9","55","39","6"
"41","69039","0000000",,2016,6,"B",6226,"6161",6158,6,"1",1091,"1083","2578.1","36","36","72","18","9","1083","35","47","18","46","41","12","29","66","6","50","44","6"
"41","69039","0000000",,2016,6,"B",6225,"6158",6152,6,"2",1091,"1083","2576.2","37","24","61","24","15","1083","42","34","24","40","44","16","42","44","14","0","0","0"
"41","69039","0000000",,2016,6,"B",6225,"6158",6152,7,"2",1037,"1024","2591.9","37","25","62","23","15","1024","46","33","21","41","43","16","43","42","16","0","0","0"
"41","69039","0000000",,2016,6,"B",6226,"6161",6158,7,"1",1037,"1025","2599.9","31","40","71","20","9","1024","37","46","17","51","41","8","27","63","10","44","48","8"
"41","69039","0000000",,2016,6,"B",6226,"6161",6158,8,"1",1042,"1033","2605.5","27","41","68","21","11","1033","39","43","19","41","46","12","24","65","11","43","46","12"
"41","69039","0000000",,2016,6,"B",6225,"6158",6152,8,"2",1042,"1033","2598.3","33","23","55","25","20","1031","37","36","27","39","46","16","32","51","18","0","0","0"
"41","69039","0000000",,2016,6,"B",6225,"6158",6152,13,"2",6225,"6158","","40","26","66","22","13","6152","48","32","20","44","42","14","44","43","13","0","0","0"
"41","69039","0000000",,2016,6,"B",6226,"6161",6158,13,"1",6226,"6161","","39","34","73","17","10","6158","39","44","16","48","42","11","29","63","8","46","45","9"
"41","69039","0000000",,2016,7,"B",645,"634",634,3,"1",112,"109","2511.1","65","21","86","11","3","109","51","42","6","56","38","6","50","47","3","63","32","5"
"41","69039","0000000",,2016,7,"B",645,"634",633,3,"2",112,"109","2521.1","66","21","87","12","1","109","75","19","6","69","30","1","72","26","3","0","0","0"
"41","69039","0000000",,2016,7,"B",645,"634",633,4,"2",125,"123","2564.5","57","27","84","15","2","122","71","20","9","60","36","4","66","30","4","0","0","0"
"41","69039","0000000",,2016,7,"B",645,"634",634,4,"1",125,"123","2563.7","68","20","89","8","3","123","60","34","6","60","37","3","43","55","2","62","37","1"
"41","69039","0000000",,2016,7,"B",645,"634",634,5,"1",102,"99","2609.5","73","20","93","4","3","99","68","28","4","76","20","4","49","45","5","80","19","1"
"41","69039","0000000",,2016,7,"B",645,"634",633,5,"2",102,"99","2616.3","74","14","88","9","3","99","75","17","8","72","24","4","76","20","4","0","0","0"
"41","69039","0000000",,2016,7,"B",645,"634",633,6,"2",90,"88","2631.8","58","25","83","15","2","88","66","26","8","64","33","3","61","34","5","0","0","0"
"41","69039","0000000",,2016,7,"B",645,"634",634,6,"1",90,"88","2621.4","57","31","88","10","2","88","53","42","5","66","28","6","48","52","0","66","34","0"
"41","69039","0000000",,2016,7,"B",645,"634",634,7,"1",120,"119","2651.9","58","31","89","8","3","119","56","40","4","75","23","2","42","55","3","64","33","3"
"41","69039","0000000",,2016,7,"B",645,"634",633,7,"2",120,"119","2664.6","71","13","84","9","7","119","75","17","8","71","24","5","75","20","5","0","0","0"
"41","69039","0000000",,2016,7,"B",645,"634",633,8,"2",96,"96","2675.3","60","24","84","13","3","96","63","28","9","72","26","2","53","44","3","0","0","0"
"41","69039","0000000",,2016,7,"B",645,"634",634,8,"1",96,"96","2662.5","52","39","91","7","2","96","69","23","8","68","28","4","40","55","5","66","32","2"
"41","69039","0000000",,2016,7,"B",645,"634",634,13,"1",645,"634","","62","27","89","8","3","634","59","35","6","67","29","4","45","52","3","67","32","2"
"41","69039","0000000",,2016,7,"B",645,"634",633,13,"2",645,"634","","64","21","85","12","3","633","71","21","8","68","29","3","68","28","4","0","0","0"
"41","69039","0000000",,2016,8,"B",1457,"1448",1448,3,"1",150,"150","2483.4","48","31","79","17","4","150","40","49","11","41","54","5","33","65","2","40","54","6"
"41","69039","0000000",,2016,8,"B",1457,"1448",1446,3,"2",150,"150","2493.0","43","39","81","16","3","150","61","35","5","49","44","7","53","45","3","0","0","0"
"41","69039","0000000",,2016,8,"B",1457,"1448",1448,4,"1",173,"171","2522.5","47","31","78","16","5","171","37","54","9","47","46","8","27","71","1","37","58","4"
"41","69039","0000000",,2016,8,"B",1457,"1448",1446,4,"2",173,"171","2537.7","47","32","78","19","3","171","57","35","8","47","45","8","54","40","5","0","0","0"
"41","69039","0000000",,2016,8,"B",1457,"1448",1446,5,"2",236,"236","2560.6","40","25","66","27","8","236","49","35","16","39","48","13","36","54","10","0","0","0"
"41","69039","0000000",,2016,8,"B",1457,"1448",1448,5,"1",236,"236","2555.8","40","33","73","21","6","236","39","47","14","52","41","8","25","68","7","52","44","4"
"41","69039","0000000",,2016,8,"B",1457,"1448",1448,6,"1",295,"295","2560.0","26","37","63","29","8","295","24","54","21","35","50","15","21","73","6","43","51","6"
"41","69039","0000000",,2016,8,"B",1457,"1448",1446,6,"2",295,"295","2554.3","25","22","48","33","20","295","30","37","33","29","50","20","29","53","17","0","0","0"
"41","69039","0000000",,2016,8,"B",1457,"1448",1446,7,"2",282,"276","2569.0","29","22","50","27","22","276","37","33","30","32","46","22","32","46","22","0","0","0"
"41","69039","0000000",,2016,8,"B",1457,"1448",1448,7,"1",282,"276","2582.9","26","39","64","26","10","276","29","49","22","41","50","9","25","63","12","36","55","9"
"41","69039","0000000",,2016,8,"B",1457,"1448",1448,8,"1",321,"320","2582.4","19","34","54","33","13","320","28","48","24","29","57","14","16","69","15","34","51","15"
"41","69039","0000000",,2016,8,"B",1457,"1448",1446,8,"2",321,"320","2572.6","23","20","43","29","28","318","26","37","36","28","49","23","25","53","23","0","0","0"
"41","69039","0000000",,2016,8,"B",1457,"1448",1446,13,"2",1457,"1448","","32","25","57","26","16","1446","40","35","25","35","47","17","35","49","15","0","0","0"
"41","69039","0000000",,2016,8,"B",1457,"1448",1448,13,"1",1457,"1448","","31","35","66","25","8","1448","32","50","18","40","50","10","23","68","8","40","52","8"
"41","69039","0000000",,2016,31,"B",2299,"2264",2260,3,"2",393,"385","2397.2","6","22","29","33","39","385","15","37","48","9","49","42","13","58","29","0","0","0"
"41","69039","0000000",,2016,31,"B",2299,"2241",2239,3,"1",393,"381","2380.5","8","15","24","34","42","381","8","40","52","8","47","44","8","64","29","10","54","36"
"41","69039","0000000",,2016,31,"B",2299,"2241",2239,4,"1",409,"397","2411.9","11","16","27","18","54","397","10","35","55","14","39","47","8","66","26","11","47","41"
"41","69039","0000000",,2016,31,"B",2299,"2264",2260,4,"2",409,"401","2427.0","8","16","24","31","45","401","14","26","60","11","38","51","11","45","44","0","0","0"
"41","69039","0000000",,2016,31,"B",2299,"2264",2260,5,"2",404,"399","2460.4","8","15","23","28","49","399","14","26","60","9","39","53","7","45","48","0","0","0"
"41","69039","0000000",,2016,31,"B",2299,"2241",2239,5,"1",404,"393","2458.4","10","22","32","23","44","392","11","38","51","20","38","43","7","58","35","20","55","25"
"41","69039","0000000",,2016,31,"B",2299,"2241",2239,6,"1",372,"364","2487.1","9","22","30","35","35","364","10","40","50","14","44","42","10","71","19","19","58","23"
"41","69039","0000000",,2016,31,"B",2299,"2264",2260,6,"2",372,"367","2471.7","7","16","23","29","48","366","10","28","62","9","43","48","10","51","39","0","0","0"
"41","69039","0000000",,2016,31,"B",2299,"2264",2260,7,"2",357,"350","2473.1","6","15","21","27","53","350","11","26","63","10","39","51","10","42","48","0","0","0"
"41","69039","0000000",,2016,31,"B",2299,"2241",2239,7,"1",357,"347","2500.2","6","25","32","28","40","346","10","39","51","17","49","35","9","57","34","12","52","36"
"41","69039","0000000",,2016,31,"B",2299,"2241",2239,8,"1",364,"359","2524.3","6","26","33","33","35","359","12","43","45","15","51","34","8","62","30","17","51","31"
"41","69039","0000000",,2016,31,"B",2299,"2264",2260,8,"2",364,"362","2500.2","7","15","21","28","50","359","10","34","57","9","53","37","8","57","35","0","0","0"
"41","69039","0000000",,2016,31,"B",2299,"2264",2260,13,"2",2299,"2264","","7","17","24","29","47","2260","12","29","58","9","43","47","10","50","41","0","0","0"
"41","69039","0000000",,2016,31,"B",2299,"2241",2239,13,"1",2299,"2241","","9","21","30","28","42","2239","10","39","51","15","44","41","8","63","29","15","53","32"
"41","69039","0000000",,2016,74,"B",92,"88",88,3,"2",17,"16","2417.6","25","25","50","13","38","16","31","31","38","25","44","31","31","44","25","0","0","0"
"41","69039","0000000",,2016,74,"B",93,"89",89,3,"1",18,"17","2414.2","6","41","47","24","29","17","12","65","24","6","53","41","24","65","12","12","65","24"
"41","69039","0000000",,2016,74,"B",93,"89",89,4,"1",15,"13","2447.8","23","15","38","23","38","13","38","15","46","15","54","31","15","69","15","31","38","31"
"41","69039","0000000",,2016,74,"B",92,"88",88,4,"2",15,"13","2470.7","15","31","46","15","38","13","31","23","46","23","38","38","31","23","46","0","0","0"
"41","69039","0000000",,2016,74,"B",92,"88",88,5,"2",22,"22","2453.1","5","14","18","41","41","22","9","50","41","9","41","50","5","50","45","0","0","0"
"41","69039","0000000",,2016,74,"B",93,"89",89,5,"1",22,"22","2460.7","18","18","36","14","50","22","14","32","55","27","27","45","14","50","36","18","55","27"
"41","69039","0000000",,2016,74,"B",93,"89",89,6,"1",12,"11","2497.2","9","27","36","27","36","11","18","36","45","9","55","36","0","64","36","18","45","36"
"41","69039","0000000",,2016,74,"B",92,"88",88,6,"2",12,"11","2471.9","9","18","27","18","55","11","9","27","64","9","55","36","9","45","45","0","0","0"
"41","69039","0000000",,2016,74,"B",92,"88",88,7,"2",12,"12","2534.2","33","8","42","17","42","12","33","25","42","33","25","42","42","42","17","0","0","0"
"41","69039","0000000",,2016,74,"B",93,"89",89,7,"1",12,"12","2588.8","42","25","67","17","17","12","42","42","17","42","42","17","42","42","17","42","42","17"
"41","69039","0000000",,2016,74,"B",93,"89",89,8,"1",14,"14","2498.7","7","14","21","36","43","14","21","14","64","14","36","50","0","64","36","29","21","50"
"41","69039","0000000",,2016,74,"B",92,"88",88,8,"2",14,"14","2507.3","7","21","29","29","43","14","14","21","64","14","64","21","7","50","43","0","0","0"
"41","69039","0000000",,2016,74,"B",92,"88",88,13,"2",92,"88","","15","19","34","24","42","88","20","32","48","18","44","38","19","43","38","0","0","0"
"41","69039","0000000",,2016,74,"B",93,"89",89,13,"1",93,"89","","17","24","40","22","37","89","22","35","43","19","43","38","16","58","26","24","46","30"
"41","69039","0000000",,2016,75,"B",9,"9",9,3,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,3,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,4,"1",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,4,"2",3,"3","*","*","*","*","*","*","3","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,5,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,5,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,6,"1",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,6,"2",1,"1","*","*","*","*","*","*","1","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,8,"2",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,8,"1",2,"2","*","*","*","*","*","*","2","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,13,"1",9,"9","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,75,"B",9,"9",9,13,"2",9,"9","","*","*","*","*","*","9","*","*","*","*","*","*","*","*","*","*","*","*"
"41","69039","0000000",,2016,76,"B",1829,"1795",1794,3,"1",345,"339","2489.6","55","25","80","12","8","339","45","42","13","51","43","6","36","58","6","51","39","10"
"41","69039","0000000",,2016,76,"B",1829,"1800",1800,3,"2",345,"341","2512.0","61","23","84","12","4","341","73","21","6","63","30","7","69","27","4","0","0","0"
"41","69039","0000000",,2016,76,"B",1829,"1800",1800,4,"2",326,"322","2568.7","64","26","90","8","2","322","78","18","4","64","30","5","71","27","2","0","0","0"
"41","69039","0000000",,2016,76,"B",1829,"1795",1794,4,"1",326,"322","2539.2","59","24","83","10","7","321","46","43","11","57","38","6","37","60","3","48","45","7"
"41","69039","0000000",,2016,76,"B",1829,"1795",1794,5,"1",307,"301","2591.9","64","25","89","5","6","301","63","30","7","71","22","7","44","48","8","71","24","5"
"41","69039","0000000",,2016,76,"B",1829,"1800",1800,5,"2",307,"301","2607.0","69","18","87","10","3","301","77","18","6","69","24","7","67","28","5","0","0","0"
"41","69039","0000000",,2016,76,"B",1829,"1800",1800,6,"2",308,"301","2624.9","57","24","81","12","7","301","65","25","10","60","33","7","59","33","8","0","0","0"
"41","69039","0000000",,2016,76,"B",1829,"1795",1794,6,"1",308,"299","2604.5","53","27","80","13","7","299","46","40","14","60","32","9","36","57","7","63","33","4"
"41","69039","0000000",,2016,76,"B",1829,"1795",1794,7,"1",291,"285","2635.7","50","34","84","11","5","285","51","39","10","69","27","5","38","57","5","60","37","3"
"41","69039","0000000",,2016,76,"B",1829,"1800",1800,7,"2",291,"285","2660.1","64","22","86","11","2","285","76","19","5","68","28","4","69","28","4","0","0","0"
"41","69039","0000000",,2016,76,"B",1829,"1800",1800,8,"2",252,"250","2684.0","64","24","88","10","3","250","68","26","6","73","22","5","62","34","4","0","0","0"
"41","69039","0000000",,2016,76,"B",1829,"1795",1794,8,"1",252,"249","2657.2","51","37","88","10","2","249","61","32","7","63","35","2","39","58","3","63","36","1"
"41","69039","0000000",,2016,76,"B",1829,"1795",1794,13,"1",1829,"1795","","55","28","84","10","6","1794","52","38","10","61","33","6","38","56","5","59","36","5"
"41","69039","0000000",,2016,76,"B",1829,"1800",1800,13,"2",1829,"1800","","63","23","86","11","4","1800","73","21","6","66","28","6","66","29","4","0","0","0"
"41","69039","0000000",,2016,77,"B",348,"346",346,3,"1",62,"60","2457.3","33","30","63","32","5","60","30","53","17","33","63","3","20","75","5","27","62","12"
"41","69039","0000000",,2016,77,"B",348,"346",346,3,"2",62,"60","2468.4","28","40","68","23","8","60","48","42","10","32","57","12","42","52","7","0","0","0"
"41","69039","0000000",,2016,77,"B",348,"346",346,4,"2",53,"53","2525.3","43","23","66","30","4","53","57","36","8","47","43","9","49","40","11","0","0","0"
"41","69039","0000000",,2016,77,"B",348,"346",346,4,"1",53,"53","2512.7","49","21","70","13","17","53","42","42","17","51","38","11","28","58","13","40","43","17"
"41","69039","0000000",,2016,77,"B",348,"346",346,5,"1",57,"57","2546.0","33","39","72","19","9","57","35","47","18","47","42","11","23","60","18","53","40","7"
"41","69039","0000000",,2016,77,"B",348,"346",346,5,"2",57,"57","2550.8","44","12","56","33","11","57","46","33","21","44","33","23","39","42","19","0","0","0"
"41","69039","0000000",,2016,77,"B",348,"346",346,6,"2",57,"57","2562.6","28","35","63","23","14","57","37","40","23","32","51","18","39","46","16","0","0","0"
"41","69039","0000000",,2016,77,"B",348,"346",346,6,"1",57,"57","2572.0","39","35","74","16","11","57","33","47","19","51","35","14","32","58","11","47","44","9"
"41","69039","0000000",,2016,77,"B",348,"346",346,7,"1",51,"51","2582.4","12","61","73","14","14","51","25","55","20","57","33","10","8","82","10","35","55","10"
"41","69039","0000000",,2016,77,"B",348,"346",346,7,"2",51,"51","2576.5","27","31","59","27","14","51","37","39","24","35","47","18","33","51","16","0","0","0"
"41","69039","0000000",,2016,77,"B",348,"346",346,8,"2",68,"68","2574.5","18","29","47","28","25","68","28","38","34","28","47","25","25","62","13","0","0","0"
"41","69039","0000000",,2016,77,"B",348,"346",346,8,"1",68,"68","2602.4","16","59","75","24","1","68","32","53","15","37","54","9","13","79","7","34","60","6"
"41","69039","0000000",,2016,77,"B",348,"346",346,13,"1",348,"346","","30","41","71","20","9","346","33","50","17","45","45","10","21","69","10","39","51","10"
"41","69039","0000000",,2016,77,"B",348,"346",346,13,"2",348,"346","","31","29","60","27","13","346","42","38","20","36","47","18","37","49","14","0","0","0"
"41","69039","0000000",,2016,78,"B",2650,"2618",2612,3,"2",443,"437","2404.7","7","25","32","34","34","436","18","38","44","12","50","38","13","63","25","0","0","0"
"41","69039","0000000",,2016,78,"B",2650,"2590",2587,3,"1",443,"433","2391.9","13","18","30","33","37","432","10","43","46","11","49","39","9","66","25","14","55","31"
"41","69039","0000000",,2016,78,"B",2650,"2590",2587,4,"1",479,"467","2420.3","14","17","31","18","51","467","13","35","52","14","40","45","8","68","24","13","50","37"
"41","69039","0000000",,2016,78,"B",2650,"2618",2612,4,"2",479,"472","2431.5","8","18","27","32","41","471","14","29","57","10","41","49","13","45","42","0","0","0"
"41","69039","0000000",,2016,78,"B",2650,"2618",2612,5,"2",460,"455","2466.9","9","17","26","29","45","455","13","31","56","12","38","51","9","46","45","0","0","0"
"41","69039","0000000",,2016,78,"B",2650,"2590",2587,5,"1",460,"448","2468.3","13","23","36","25","39","447","13","40","47","21","40","39","7","63","30","22","56","22"
"41","69039","0000000",,2016,78,"B",2650,"2590",2587,6,"1",421,"414","2499.8","12","26","38","30","32","414","13","42","45","20","42","38","11","70","18","22","57","21"
"41","69039","0000000",,2016,78,"B",2650,"2618",2612,6,"2",421,"418","2482.8","10","17","26","32","42","417","12","33","56","12","44","45","13","51","36","0","0","0"
"41","69039","0000000",,2016,78,"B",2650,"2618",2612,7,"2",411,"403","2477.3","8","13","21","29","50","403","9","30","61","9","42","49","9","44","47","0","0","0"
"41","69039","0000000",,2016,78,"B",2650,"2590",2587,7,"1",411,"398","2510.5","7","27","34","30","35","397","13","41","46","20","48","32","9","61","30","14","54","32"
"41","69039","0000000",,2016,78,"B",2650,"2590",2587,8,"1",436,"430","2534.1","8","30","37","31","31","430","15","46","39","15","55","30","8","66","26","21","50","29"
"41","69039","0000000",,2016,78,"B",2650,"2618",2612,8,"2",436,"433","2509.3","8","15","23","31","46","430","11","34","55","12","56","33","9","56","35","0","0","0"
"41","69039","0000000",,2016,78,"B",2650,"2618",2612,13,"2",2650,"2618","","8","18","26","31","43","2612","13","32","55","11","45","44","11","51","38","0","0","0"
"41","69039","0000000",,2016,78,"B",2650,"2590",2587,13,"1",2650,"2590","","11","23","34","28","38","2587","13","41","46","17","46","37","9","66","26","18","54","29"
"41","69039","0000000",,2016,79,"B",195,"191",191,3,"1",24,"24","2398.0","8","33","42","21","38","24","8","42","50","17","50","33","4","75","21","13","50","38"
"41","69039","0000000",,2016,79,"B",195,"190",190,3,"2",24,"24","2419.6","4","38","42","38","21","24","21","54","25","21","46","33","17","67","17","0","0","0"
"41","69039","0000000",,2016,79,"B",195,"190",190,4,"2",29,"28","2457.8","4","32","36","46","18","28","14","36","50","11","71","18","7","54","39","0","0","0"
"41","69039","0000000",,2016,79,"B",195,"191",191,4,"1",29,"28","2444.0","7","29","36","39","25","28","7","64","29","18","54","29","4","68","29","11","68","21"
